,Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaires
116,Data manager (H/F),"
Actualisé le 16 janvier 2023
",75 - PARIS 01,"sql, test, outils, bases de données, oracle, tableau, excel, talend, crm",,"CDI
 - Temps plein","Salaire brut : Annuel de 60000,00 Euros à 80000,00 Euros"
117,Data scientist (H/F),"
Publié le 03 janvier 2023
",75 - PARIS 09,"python, machine learning, git, cloud, tableau, nlp, keras",,"Intérim
 - Temps plein","Salaire brut : Annuel de 66000,00 Euros"
118,Data Manager  H/F,"
Publié le 31 décembre 2022
",93 - TREMBLAY EN FRANCE,"test, big data, outils, validation, machine learning, support, acquisition, ios",,"CDI
 - Temps plein","Salaire brut : Annuel de 35000,00 Euros à 40000,00 Euros"
119,Data scientist (H/F),"
Actualisé le 23 janvier 2023
",75 - PARIS 01,"agile, outils, communication, marketing, git, bases de données, tableau, excel, crm",,"CDD
 - Temps plein","Salaire brut : Annuel de 45000,00 Euros à 70000,00 Euros"
120,Data manager (H/F),"
Actualisé le 16 janvier 2023
",75 - PARIS 01,"python, sql, test, data management, bases de données, sql server, oracle",,"CDI
 - Temps plein","Salaire brut : Annuel de 50000,00 Euros à 55000,00 Euros"
121,Data scientist (H/F),"
Actualisé le 13 janvier 2023
",75 - PARIS 01,"communication, intelligence artificielle, git, support, moa",,"CDI
 - Temps plein","Salaire brut : Annuel de 35000,00 Euros à 45000,00 Euros"
122,Data scientist (H/F),"
Actualisé le 16 janvier 2023
",92 - COURBEVOIE,"outils, support, sap, oracle",,"CDI
 - Temps plein","Salaire brut : Annuel de 40000,00 Euros à 41000,00 Euros"
123,Data manager (H/F),"
Actualisé le 18 janvier 2023
",75 - PARIS 01,"python, sql, git, bases de données, power bi, cloud, data quality",,"CDI
 - Temps plein","Salaire brut : Annuel de 48000,00 Euros à 52000,00 Euros"
124,Data manager (H/F),"
Actualisé le 18 janvier 2023
",92 - LEVALLOIS PERRET,"outils, communication, sap, power bi, tableau, data quality",,"CDI
 - Temps plein","Salaire brut : Annuel de 80000,00 Euros à 100000,00 Euros"
125,Data scientist (H/F),"
Actualisé le 16 janvier 2023
",95 - BEZONS,"python, sql, test, outils, communication, nosql, bases de données, excel",,"CDI
 - Temps plein","Salaire brut : Annuel de 47000,00 Euros à 48000,00 Euros"
126,Data manager (H/F),"
Actualisé le 13 janvier 2023
",92 - ASNIERES SUR SEINE,"sql, outils, data management, business intelligence, bases de données, power bi, sql server",,"CDI
 - Temps plein","Salaire brut : Annuel de 43000,00 Euros à 48000,00 Euros"
127,Manager (H/F),"
Publié le 21 janvier 2023
",94 - ORLY,"sql, power bi, tableau",,"CDI
 - Temps plein","Salaire brut : Annuel de 60000,00 Euros à 70000,00 Euros"
128,Manager (H/F),"
Actualisé le 12 janvier 2023
",92 - NANTERRE,"test, communication, marketing, git, sécurité",,"CDI
 - Temps plein","Salaire brut : Annuel de 39000,00 Euros à 45000,00 Euros"
129,Développeur Python H/F,"
Publié le 03 janvier 2023
",95 - ST OUEN L AUMONE,"python, sql, test, big data, bases de données, oracle, mysql, postgresql","
Inetum
","CDI
 - Temps plein","Salaire brut : Annuel de 40000,00 Euros à 60000,00 Euros"
130,Développeur Back-End Senior H/F,"
Publié le 20 janvier 2023
",75 - PARIS 01,"sql, outils, communication, nosql, git, bases de données, serveur, cloud, devops, sécurité, excel","
NEXTGEN RH
","CDI
 - Temps plein","Salaire brut : Annuel de 55000,00 Euros à 70000,00 Euros"
131,Data manager (H/F),"
Publié le 26 janvier 2023
",75 - PARIS 09,"python, sql, saas, scala",,"CDI
 - Temps plein",
132,"Data Scientist junior / CDI / F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"python, sql, test, outils, communication, nosql, machine learning, cloud, ios, spark, nlp, tensorflow","
PRICEWATERHOUSECOOPERS AUDIT
","CDI
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
133,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",75 - PARIS 02,"sql, bases de données, excel","
TCM Labs
","CDI
 - Temps plein",Salaire brut : A négocier
134,Data Engineer Groupe H/F,"
Publié le 26 janvier 2023
",92 - ISSY LES MOULINEAUX,"sql, bases de données, sas, cloud, devops, etl","
Cerba Healthcare
","Intérim
 - Temps plein",
135,"DATA ANALYST F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",75 - PARIS 16,"outils, bases de données, support, web, cloud, tableau","
AGENCE QUALITE CONSTRUCTION
","CDI
 - Temps plein",Salaire brut : 35 - 40 k€ brut annuel
136,"Responsable Data Platform F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",77 - MOUSSY LE VIEUX,"agile, git, devops, sécurité","
TEREOS FRANCE
","CDI
 - Temps plein",Salaire brut : A négocier
137,Account Manager - Data Marketing F/H - Commercial (H/F),"
Publié le 26 janvier 2023
",75 - PARIS 01,"communication, git, acquisition, tableau, excel","
UPTOO
","CDI
 - Temps plein",Salaire brut : 40 - 60 k€ brut annuel
138,"Ingénieur Homologations Data F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",93 - ST DENIS,"test, communication, réseaux, ios","
SNCF ACT
","CDI
 - Temps plein",Salaire brut : A négocier
139,"Data analyst F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",92 - MONTROUGE,"python, sql, outils, marketing, tableau, crm","
Bayard
","CDI
 - Temps plein",Salaire brut : A négocier
140,"QA Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",92 - BOULOGNE BILLANCOURT,"python, sql, agile, test, big data, outils, nosql, marketing, git, cloud, etl","
HILTI DIGITAL MARKETING SERVICES SAS
","Intérim
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
141,RESPONSABLE D'UNITE - Actuariat DATA F/H H/F,"
Publié le 26 janvier 2023
",75 - PARIS 08,"outils, communication, tableau",,"CDI
 - Temps plein",
142,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",75 - PARIS 15,"python, sql, outils, power bi, tableau, excel","
Groupe MGEN
","CDI
 - Temps plein",Salaire brut : A négocier
143,"Data Analyst RCP RETAIL F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",94 - VILLEJUIF,"outils, communication, bases de données","
LCL
","CDI
 - Temps plein",Salaire brut : A partir de 30 k€ brut annuel
144,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",93 - BOBIGNY,"python, sql, crm","
Celio France SAS
","CDI
 - Temps plein",Salaire brut : A négocier
145,CONSULTANT FONCTIONNEL Data/BI (PO) F/H - Marketing (H/F),"
Publié le 26 janvier 2023
",75 - PARIS 08,"agile, test, support","
DATA INSIGHT
","CDI
 - Temps plein",Salaire brut : A négocier
146,"Data Strategy & Governance Consultant Junior / CDI / F/H - Administration, gestion, organisation (H/F)","
Publié le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"communication, data management, cloud","
PRICEWATERHOUSECOOPERS AUDIT
","CDD
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
147,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",78 - GUYANCOURT,"python, sql, agile, outils, machine learning, java, jquery, sql server, c#, javascript, etl","
EGIS
","CDI
 - Temps plein",Salaire brut : A négocier
148,"Data EngineerJunior / CDI / F/H - Système, réseaux, données (H/F)","
Actualisé le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"python, sql, agile, big data, outils, machine learning, git, web, postgresql, cloud, qlik, tableau, spark","
PRICEWATERHOUSECOOPERS AUDIT
","CDD
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
149,"Data Management Consultant Junior / CDI / F/H - Administration, gestion, organisation (H/F)","
Publié le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"outils, communication, data management, cloud, excel, data quality","
PRICEWATERHOUSECOOPERS AUDIT
","CDI
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
150,"Data Analyst Junior / CDI / F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"python, sql, outils, communication, sas, power bi, cloud, qlik, tableau, salesforce, spark, tensorflow","
PRICEWATERHOUSECOOPERS AUDIT
","CDI
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
151,"Data Analyst Junior / CDI / F/H - Système, réseaux, données (H/F)","
Publié le 26 janvier 2023
",92 - NEUILLY SUR SEINE,"python, sql, outils, communication, sas, power bi, cloud, qlik, tableau, salesforce, spark, tensorflow","
PRICEWATERHOUSECOOPERS AUDIT
","Intérim
 - Temps plein",Salaire brut : 40 - 46 k€ brut annuel
152,Data analyst H/F,"
Publié le 26 janvier 2023
",92 - ASNIERES SUR SEINE,"python, sql, test, outils, communication, bases de données, power bi, sécurité, talend",,"CDI
 - Temps plein",
153,Chef de projet Data H/F,"
Publié le 26 janvier 2023
",92 - BOULOGNE BILLANCOURT,"communication, marketing, data management, web, tableau",,"CDI
 - Temps plein",
154,ALM Treasury Analyste Quantitatif / Data Scientist F/H (H/F),"
Publié le 26 janvier 2023
",75,"test, big data, outils, intelligence artificielle, validation, machine learning, support, ios",,,
155,Data analyst (Python) référentiel de données f/h (H/F),"
Publié le 26 janvier 2023
",94 - MAISONS ALFORT,"python, sql, agile, test, outils, communication, data management, git, scrum, sas, power bi, cloud, qlik, tableau, qlikview, data quality, etl",,"CDI
 - Temps plein",
156,CDI - Data Analyst Outremer (F/H) (H/F),"
Publié le 26 janvier 2023
",92 - BOULOGNE BILLANCOURT,"python, sql, big data, outils, marketing, bases de données, sas, power bi, tableau, crm",,"Intérim
 - Temps plein",
157,Data Project Manager/Product Owner H/F,"
Publié le 26 janvier 2023
",93 - Seine Saint Denis,"agile, big data, outils, communication, validation, git, support, sap",,"CDI
 - Temps plein",
158,CDI - Data Engineer (H/F),"
Publié le 26 janvier 2023
",75,"outils, business intelligence, git, bases de données, cloud, excel",,,
159,Data Analyst H/F,"
Publié le 25 janvier 2023
",93 - ST OUEN SUR SEINE,"python, sql, crm",,"CDI
 - Temps plein",
160,Data manager (H/F),"
Publié le 25 janvier 2023
",75 - PARIS 01,"bases de données, sas",,"CDI
 - Temps plein",
161,Data manager (H/F),"
Publié le 25 janvier 2023
",93 - ST DENIS,"python, sql, outils, machine learning, git, postgresql, cloud",,"CDI
 - Temps plein",
162,MARKETING DATA ANALYST ((H/F)),"
Publié le 25 janvier 2023
",94 - ARCUEIL,"outils, marketing, git, support, power bi, crm","
Autodistribution
","CDI
 - Temps plein",
163,Data Engineer - DBA MySQL (H/F),"
Publié le 25 janvier 2023
",92 - PUTEAUX,"python, sql, test, nosql, bases de données, support, sql server, mysql, cloud, linux, sécurité","
Transatel
","CDI
 - Temps plein",
164,"Data Engineer Débutant F/H - Système, réseaux, données (H/F)","
Actualisé le 25 janvier 2023
",75 - PARIS 10,"sql, recette, sas, power bi, excel","
Link Consulting
","Intérim
 - Temps plein",Salaire brut : 45 - 50 k€ brut annuel
165,"Data Engineer - dev Hive F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 01,"sql, agile, test, hadoop, git, java","
GROUPE AYDON
","CDD
 - Temps plein",Salaire brut : A partir de 42 k€ brut annuel
166,"Business Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",92 - PUTEAUX,"python, outils, communication, excel","
Dogfinance
","CDI
 - Temps plein",Salaire brut : A négocier
167,"Data Engineer - Madonne Core F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 13,"sql, agile, outils, hadoop, validation, scrum, scala, c#, spark","
NATIXIS
","CDI
 - Temps plein",Salaire brut : A négocier
168,"Ingénieur Consultant(e) Data Science pour l'Industrie F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 16,"python, test, outils, machine learning, web, cloud, tableau, vba","
GO CONCEPT
","CDI
 - Temps plein",Salaire brut : 35 - 55 k€ brut annuel
169,"Expert. Data F/H - Système, réseaux, données (H/F)","
Actualisé le 26 janvier 2023
",93 - NOISY LE GRAND,"python, sql, outils, communication, git, power bi, excel","
RATP
","CDI
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
170,Chargé de CRM et data - Marketing - Paris 2022 F/H - Administration des ventes et SAV (H/F),"
Publié le 25 janvier 2023
",92 - COURBEVOIE,"test, recette, outils, marketing, bases de données, support, cloud, sécurité, salesforce, crm","
Mazars
","CDI
 - Temps partiel",Salaire brut : A négocier
171,Chargé de CRM et data - Marketing - Paris 2022 F/H - Administration des ventes et SAV (H/F),"
Publié le 25 janvier 2023
",92 - COURBEVOIE,"test, recette, outils, marketing, bases de données, support, cloud, sécurité, salesforce, crm","
Mazars
","CDI
 - Temps partiel",Salaire brut : A négocier
172,"Chef de Projet Electricité Data Center(H-F) F/H - Conception, recherche (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 01,communication,"
Nextgen RH
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
173,"Data Scientist F/H - Système, réseaux, données (H/F)","
Actualisé le 25 janvier 2023
",92 - COURBEVOIE,"python, agile, test, git, java, c++, excel, tensorflow, keras","
GFI Informatique
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
174,"Data Engineer F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 01,"big data, scala, etl, spark","
1G LINK
","CDI
 - Temps plein",Salaire brut : A négocier
175,"ANALYSTES DATA SCIENCE ET STATISTIQUES - F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 09,"big data, communication, bases de données, ios","
Banque de France
","CDI
 - Temps plein",Salaire brut : A négocier
176,Product Owner DATA Connaissance Client F/H - Informatique de gestion (H/F),"
Actualisé le 25 janvier 2023
",92 - BOULOGNE BILLANCOURT,"sql, agile, test, recette, marketing, scrum, cloud, excel","
SOLOCAL
","CDI
 - Temps plein",Salaire brut : A négocier
177,Ingénieur.e Devops / DataOPS au sein de notre Data FactoryDSI/S2IP F/H - Informatique de gestion (H/F),"
Actualisé le 26 janvier 2023
",75 - PARIS 12,"python, test, big data, outils, communication, data management, git, bases de données, scrum, windows, scala, cloud, linux, devops, sécurité, excel, ios, data quality, talend, spark","
RATP
","CDI
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
178,"Consultant(e) data F/H - Système, réseaux, données (H/F)","
Publié le 25 janvier 2023
",75 - PARIS 01,"python, sql, data management, business intelligence, power bi, cloud, moe, excel","
Datatorii
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
179,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - RUEIL MALMAISON,"support, web, crm",,"CDI
 - Temps plein",
180,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",94 - BRY SUR MARNE,"support, web, crm",,"CDI
 - Temps plein",
181,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",94 - VILLEJUIF,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
182,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",94 - L HAY LES ROSES,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
183,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",94 - MAISONS ALFORT,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
184,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",93 - LES LILAS,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
185,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",92 - PUTEAUX,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
186,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",94 - VILLEJUIF,"support, web, crm",,"CDI
 - Temps plein",
187,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - ANTONY,"support, web, crm",,"CDD
 - Temps plein",
188,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - CLAMART,"support, web, crm",,"Intérim
 - Temps plein",
189,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",94 - RUNGIS,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
190,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",93 - ROSNY SOUS BOIS,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
191,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - SCEAUX,"support, web, crm",,"CDI
 - Temps plein",
192,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",93 - NOISY LE SEC,"support, web, crm",,"CDI
 - Temps plein",
193,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",94 - JOINVILLE LE PONT,"support, web, crm",,"CDI
 - Temps plein",
194,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - PUTEAUX,"support, web, crm",,"CDI
 - Temps plein",
195,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",91 - VERRIERES LE BUISSON,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
196,INGÉNIEUR BIG DATA (H/F),"
Publié le 25 janvier 2023
",92 - LA GARENNE COLOMBES,"big data, outils",,"CDI
 - Temps plein",
197,CDI - PRODUCT OWNER DATA (MÉDIA) (H/F),"
Publié le 25 janvier 2023
",92 - MONTROUGE,"support, web, crm",,"CDI
 - Temps plein",
198,DATA ENGINEER (H/F),"
Publié le 25 janvier 2023
",75 - PARIS 01,"support, tableau",,"CDI
 - Temps plein",
199,INGÉNIEUR EXPERT COEUR RÉSEAUX DATA (H/F),"
Publié le 25 janvier 2023
",75 - PARIS 01,"support, réseaux, ios",,"CDD
 - Temps plein",
200,CHEF DE PROJET CVC DATA CENTER (H/F),"
Publié le 25 janvier 2023
",75 - PARIS 01,support,,"CDI
 - Temps plein",
201,CDI - DATA ANALYST (AGENCY) (H/F),"
Publié le 25 janvier 2023
",94 - ORLY,"outils, excel",,"CDI
 - Temps plein",
202,CDI - DATA SCIENTIST SENIOR / LEAD (MEDTECH) (H/F),"
Publié le 25 janvier 2023
",92 - NEUILLY SUR SEINE,"big data, intelligence artificielle, sécurité",,"CDI
 - Temps plein",
